PassengerId,Survived,Pclass,Name,Sex,SibSp,Parch,Ticket,Fare
83,1,3,82,1,0,0,80,7.7875
84,0,1,83,0,0,0,81,47.1
85,1,2,84,1,0,0,82,10.5
86,1,3,85,1,3,0,83,15.85
87,0,3,86,0,1,3,84,34.375
88,0,3,87,0,0,0,85,8.05
89,1,1,88,1,3,2,26,263.0
90,0,3,89,0,0,0,86,8.05
91,0,3,90,0,0,0,87,8.05
92,0,3,91,0,0,0,88,7.8542
93,0,1,92,0,1,0,89,61.175
94,0,3,93,0,1,2,90,20.575
95,0,3,94,0,0,0,91,7.25
96,0,3,95,0,0,0,92,8.05
97,0,1,96,0,0,0,93,34.6542
98,1,1,97,0,0,1,94,63.3583
99,1,2,98,1,0,1,95,23.0
100,0,2,99,0,1,0,96,26.0
101,0,3,100,1,0,0,97,7.8958
102,0,3,101,0,0,0,98,7.8958
103,0,1,102,0,0,1,99,77.2875
104,0,3,103,0,0,0,100,8.6542
105,0,3,104,0,2,0,101,7.925
106,0,3,105,0,0,0,102,7.8958
107,1,3,106,1,0,0,103,7.65
108,1,3,107,0,0,0,104,7.775
109,0,3,108,0,0,0,105,7.8958
110,1,3,109,1,1,0,106,24.15
111,0,1,110,0,0,0,107,52.0
112,0,3,111,1,1,0,108,14.4542
113,0,3,112,0,0,0,109,8.05
114,0,3,113,1,1,0,110,9.825
115,0,3,114,1,0,0,111,14.4583
116,0,3,115,0,0,0,112,7.925
117,0,3,116,0,0,0,113,7.75
118,0,2,117,0,1,0,40,21.0
119,0,1,118,0,0,1,114,247.5208
120,0,3,119,1,4,2,13,31.275
121,0,2,120,0,2,0,70,73.5
122,0,3,121,0,0,0,115,8.05
123,0,2,122,0,1,0,9,30.0708
124,1,2,123,1,0,0,116,13.0
125,0,1,124,0,0,1,99,77.2875
126,1,3,125,0,1,0,38,11.2417
127,0,3,126,0,0,0,117,7.75
128,1,3,127,0,0,0,118,7.1417
129,1,3,128,1,1,1,119,22.3583
130,0,3,129,0,0,0,120,6.975
131,0,3,130,0,0,0,121,7.8958
132,0,3,131,0,0,0,122,7.05
133,0,3,132,1,1,0,123,14.5
134,1,2,133,1,1,0,124,26.0
135,0,2,134,0,0,0,125,13.0
136,0,2,135,0,0,0,126,15.0458
137,1,1,136,1,0,2,127,26.2833
138,0,1,137,0,1,0,3,53.1
139,0,3,138,0,0,0,128,9.2167
140,0,1,139,0,0,0,129,79.2
141,0,3,140,1,0,2,130,15.2458
142,1,3,141,1,0,0,131,7.75
143,1,3,142,1,1,0,132,15.85
144,0,3,143,0,0,0,133,6.75
145,0,2,144,0,0,0,134,11.5
146,0,2,145,0,1,1,135,36.75
147,1,3,146,0,0,0,136,7.7958
148,0,3,147,1,2,2,84,34.375
149,0,2,148,0,0,2,137,26.0
150,0,2,149,0,0,0,138,13.0
151,0,2,150,0,0,0,139,12.525
152,1,1,151,1,1,0,140,66.6
153,0,3,152,0,0,0,141,8.05
154,0,3,153,0,0,2,142,14.5
155,0,3,154,0,0,0,143,7.3125
156,0,1,155,0,0,1,144,61.3792
157,1,3,156,1,0,0,145,7.7333
158,0,3,157,0,0,0,146,8.05
159,0,3,158,0,0,0,147,8.6625
160,0,3,159,0,8,2,148,69.55
161,0,3,160,0,0,1,149,16.1
162,1,2,161,1,0,0,150,15.75
163,0,3,162,0,0,0,151,7.775
164,0,3,163,0,0,0,152,8.6625
165,0,3,164,0,4,1,49,39.6875
166,1,3,165,0,0,2,153,20.525
167,1,1,166,1,0,1,154,55.0
168,0,3,167,1,1,4,62,27.9
169,0,1,168,0,0,0,155,25.925
170,0,3,169,0,0,0,72,56.4958
171,0,1,170,0,0,0,156,33.5
172,0,3,171,0,4,1,16,29.125
173,1,3,172,1,1,1,8,11.1333
174,0,3,173,0,0,0,157,7.925
175,0,1,174,0,0,0,158,30.6958
176,0,3,175,0,1,1,159,7.8542
177,0,3,176,0,3,1,160,25.4667
178,0,1,177,1,0,0,161,28.7125
179,0,2,178,0,0,0,162,13.0
180,0,3,179,0,0,0,163,0.0
181,0,3,180,1,8,2,148,69.55
182,0,2,181,0,0,0,164,15.05
183,0,3,182,0,4,2,24,31.3875
184,1,2,183,0,2,1,165,39.0
185,1,3,184,1,0,2,166,22.025
186,0,1,185,0,0,0,167,50.0
187,1,3,186,1,1,0,168,15.5
188,1,1,187,0,0,0,169,26.55
189,0,3,188,0,1,1,170,15.5
190,0,3,189,0,0,0,171,7.8958
191,1,2,190,1,0,0,172,13.0
192,0,2,191,0,0,0,173,13.0
193,1,3,192,1,1,0,174,7.8542
194,1,2,193,0,1,1,137,26.0
195,1,1,194,1,0,0,175,27.7208
196,1,1,195,1,0,0,30,146.5208
197,0,3,196,0,0,0,176,7.75
198,0,3,197,0,0,1,177,8.4042
199,1,3,198,1,0,0,178,7.75
200,0,2,199,1,0,0,179,13.0
201,0,3,200,0,0,0,180,9.5
202,0,3,201,0,8,2,148,69.55
203,0,3,202,0,0,0,181,6.4958
204,0,3,203,0,0,0,182,7.225
205,1,3,204,0,0,0,183,8.05
206,0,3,205,1,0,1,184,10.4625
207,0,3,206,0,1,0,83,15.85
208,1,3,207,0,0,0,185,18.7875
209,1,3,208,1,0,0,186,7.75
210,1,1,209,0,0,0,187,31.0
211,0,3,210,0,0,0,188,7.05
212,1,2,211,1,0,0,189,21.0
213,0,3,212,0,0,0,190,7.25
214,0,2,213,0,0,0,191,13.0
215,0,3,214,0,1,0,192,7.75
216,1,1,215,1,1,0,193,113.275
217,1,3,216,1,0,0,194,7.925
218,0,2,217,0,1,0,195,27.0
219,1,1,218,1,0,0,196,76.2917
220,0,2,219,0,0,0,197,10.5
221,1,3,220,0,0,0,198,8.05
222,0,2,221,0,0,0,199,13.0
223,0,3,222,0,0,0,200,8.05
224,0,3,223,0,0,0,201,7.8958
225,1,1,224,0,1,0,202,90.0
226,0,3,225,0,0,0,203,9.35
227,1,2,226,0,0,0,204,10.5
228,0,3,227,0,0,0,205,7.25
229,0,2,228,0,0,0,206,13.0
230,0,3,229,1,3,1,160,25.4667
231,1,1,230,1,1,0,61,83.475
232,0,3,231,0,0,0,207,7.775
233,0,2,232,0,0,0,208,13.5
234,1,3,233,1,4,2,24,31.3875
235,0,2,234,0,0,0,209,10.5
236,0,3,235,1,0,0,210,7.55
237,0,2,236,0,1,0,211,26.0
238,1,2,237,1,0,2,212,26.25
239,0,2,238,0,0,0,213,10.5
240,0,2,239,0,0,0,214,12.275
241,0,3,240,1,1,0,108,14.4542
242,1,3,241,1,1,0,215,15.5
243,0,2,242,0,0,0,216,10.5
244,0,3,243,0,0,0,217,7.125
245,0,3,244,0,0,0,218,7.225
246,0,1,245,0,2,0,219,90.0
247,0,3,246,1,0,0,220,7.775
248,1,2,247,1,0,2,221,14.5
249,1,1,248,0,1,1,222,52.5542
250,0,2,249,0,1,0,223,26.0
251,0,3,250,0,0,0,224,7.25
252,0,3,251,1,1,1,184,10.4625
253,0,1,252,0,0,0,225,26.55
254,0,3,253,0,1,0,226,16.1
255,0,3,254,1,0,2,227,20.2125
256,1,3,255,1,0,2,228,15.2458
257,1,1,256,1,0,0,229,79.2
258,1,1,257,1,0,0,230,86.5
259,1,1,258,1,0,0,231,512.3292
260,1,2,259,1,0,1,232,26.0
261,0,3,260,0,0,0,233,7.75
262,1,3,261,0,4,2,24,31.3875
263,0,1,262,0,1,1,234,79.65
264,0,1,263,0,0,0,235,0.0
265,0,3,264,1,0,0,236,7.75
266,0,2,265,0,0,0,237,10.5
267,0,3,266,0,4,1,49,39.6875
268,1,3,267,0,1,0,238,7.775
269,1,1,268,1,0,1,239,153.4625
270,1,1,269,1,0,0,240,135.6333
271,0,1,270,0,0,0,241,31.0
272,1,3,271,0,0,0,163,0.0
273,1,2,272,1,0,1,242,19.5
274,0,1,273,0,0,1,243,29.7
275,1,3,274,1,0,0,244,7.75
276,1,1,275,1,1,0,245,77.9583
277,0,3,276,1,0,0,246,7.75
278,0,2,277,0,0,0,247,0.0
279,0,3,278,0,4,1,16,29.125
280,1,3,279,1,1,1,248,20.25
281,0,3,280,0,0,0,249,7.75
282,0,3,281,0,0,0,250,7.8542
283,0,3,282,0,0,0,251,9.5
284,1,3,283,0,0,0,252,8.05
285,0,1,284,0,0,0,253,26.0
286,0,3,285,0,0,0,254,8.6625
287,1,3,286,0,0,0,255,9.5
288,0,3,287,0,0,0,256,7.8958
289,1,2,288,0,0,0,257,13.0
290,1,3,289,1,0,0,258,7.75
291,1,1,290,1,0,0,259,78.85
292,1,1,291,1,1,0,260,91.0792
293,0,2,292,0,0,0,261,12.875
294,0,3,293,1,0,0,262,8.85
295,0,3,294,0,0,0,263,7.8958
296,0,1,295,0,0,0,264,27.7208
297,0,3,296,0,0,0,265,7.2292
298,0,1,297,1,1,2,266,151.55
299,1,1,298,0,0,0,267,30.5
300,1,1,299,1,0,1,114,247.5208
301,1,3,300,1,0,0,268,7.75
302,1,3,301,0,2,0,269,23.25
303,0,3,302,0,0,0,163,0.0
304,1,2,303,1,0,0,270,12.35
305,0,3,304,0,0,0,271,8.05
306,1,1,305,0,1,2,266,151.55
307,1,1,306,1,0,0,272,110.8833
308,1,1,307,1,1,0,273,108.9
309,0,2,308,0,1,0,274,24.0
310,1,1,309,1,0,0,275,56.9292
311,1,1,310,1,0,0,276,83.1583
312,1,1,311,1,2,2,277,262.375
313,0,2,312,1,1,1,278,26.0
314,0,3,313,0,0,0,279,7.8958
315,0,2,314,0,1,1,280,26.25
316,1,3,315,1,0,0,281,7.8542
317,1,2,316,1,1,0,96,26.0
318,0,2,317,0,0,0,282,14.0
319,1,1,318,1,0,2,283,164.8667
320,1,1,319,1,1,1,284,134.5
321,0,3,320,0,0,0,285,7.25
322,0,3,321,0,0,0,286,7.8958
323,1,2,322,1,0,0,287,12.35
324,1,2,323,1,1,1,76,29.0
325,0,3,324,0,8,2,148,69.55
326,1,1,325,1,0,0,240,135.6333
327,0,3,326,0,0,0,288,6.2375
328,1,2,327,1,0,0,289,13.0
329,1,3,328,1,1,1,153,20.525
330,1,1,329,1,0,1,290,57.9792
331,1,3,330,1,2,0,269,23.25
332,0,1,331,0,0,0,291,28.5
333,0,1,332,0,0,1,239,153.4625
334,0,3,333,0,2,0,37,18.0
335,1,1,334,1,1,0,292,133.65
336,0,3,335,0,0,0,293,7.8958
337,0,1,336,0,1,0,140,66.6
338,1,1,337,1,0,0,284,134.5
339,1,3,338,0,0,0,294,8.05
340,0,1,339,0,0,0,295,35.5
341,1,2,340,0,1,1,137,26.0
342,1,1,341,1,3,2,26,263.0
343,0,2,342,0,0,0,296,13.0
344,0,2,343,0,0,0,297,13.0
345,0,2,344,0,0,0,298,13.0
346,1,2,345,1,0,0,299,13.0
347,1,2,346,1,0,0,300,13.0
348,1,3,347,1,1,0,301,16.1
349,1,3,348,0,1,1,302,15.9
350,0,3,349,0,0,0,303,8.6625
351,0,3,350,0,0,0,304,9.225
352,0,1,351,0,0,0,305,35.0
353,0,3,352,0,1,1,306,7.2292
354,0,3,353,0,1,0,48,17.8
355,0,3,354,0,0,0,307,7.225
356,0,3,355,0,0,0,308,9.5
357,1,1,356,1,0,1,154,55.0
358,0,2,357,1,0,0,309,13.0
359,1,3,358,1,0,0,310,7.8792
360,1,3,359,1,0,0,311,7.8792
361,0,3,360,0,1,4,62,27.9
362,0,2,361,0,1,0,312,27.7208
363,0,3,362,1,0,1,313,14.4542
364,0,3,363,0,0,0,314,7.05
365,0,3,364,0,1,0,168,15.5
366,0,3,365,0,0,0,315,7.25
367,1,1,366,1,1,0,316,75.25
368,1,3,367,1,0,0,317,7.2292
369,1,3,368,1,0,0,318,7.75
370,1,1,369,1,0,0,319,69.3
371,1,1,370,0,1,0,320,55.4417
372,0,3,371,0,1,0,321,6.4958
373,0,3,372,0,0,0,322,8.05
374,0,1,373,0,0,0,240,135.6333
375,0,3,374,1,3,1,7,21.075
376,1,1,375,1,1,0,33,82.1708
377,1,3,376,1,0,0,323,7.25
378,0,1,377,0,0,2,324,211.5
379,0,3,378,0,0,0,325,4.0125
380,0,3,379,0,0,0,326,7.775
381,1,1,380,1,0,0,327,227.525
382,1,3,381,1,0,2,328,15.7417
383,0,3,382,0,0,0,329,7.925
384,1,1,383,1,1,0,34,52.0
385,0,3,384,0,0,0,330,7.8958
386,0,2,385,0,0,0,70,73.5
387,0,3,386,0,5,2,58,46.9
388,1,2,387,1,0,0,331,13.0
389,0,3,388,0,0,0,332,7.7292
390,1,2,389,1,0,0,333,12.0
391,1,1,390,0,1,2,334,120.0
392,1,3,391,0,0,0,335,7.7958
393,0,3,392,0,2,0,336,7.925
394,1,1,393,1,1,0,193,113.275
395,1,3,394,1,0,2,10,16.7
396,0,3,395,0,0,0,337,7.7958
397,0,3,396,1,0,0,338,7.8542
398,0,2,397,0,0,0,339,26.0
399,0,2,398,0,0,0,340,10.5
400,1,2,399,1,0,0,341,12.65
401,1,3,400,0,0,0,342,7.925
402,0,3,401,0,0,0,343,8.05
403,0,3,402,1,1,0,344,9.825
404,0,3,403,0,1,0,132,15.85
405,0,3,404,1,0,0,345,8.6625
406,0,2,405,0,1,0,346,21.0
407,0,3,406,0,0,0,347,7.75
408,1,2,407,0,1,1,348,18.75
409,0,3,408,0,0,0,349,7.775
410,0,3,409,1,3,1,160,25.4667
411,0,3,410,0,0,0,350,7.8958
412,0,3,411,0,0,0,351,6.8583
413,1,1,412,1,1,0,219,90.0
414,0,2,413,0,0,0,247,0.0
415,1,3,414,0,0,0,352,7.925
416,0,3,415,1,0,0,353,8.05
417,1,2,416,1,1,1,354,32.5
418,1,2,417,1,0,2,355,13.0
419,0,2,418,0,0,0,356,13.0
420,0,3,419,1,0,2,357,24.15
421,0,3,420,0,0,0,358,7.8958
422,0,3,421,0,0,0,359,7.7333
423,0,3,422,0,0,0,360,7.875
424,0,3,423,1,1,1,361,14.4
425,0,3,424,0,1,1,227,20.2125
426,0,3,425,0,0,0,362,7.25
427,1,2,426,1,1,0,363,26.0
428,1,2,427,1,0,0,364,26.0
429,0,3,428,0,0,0,365,7.75
430,1,3,429,0,0,0,366,8.05
431,1,1,430,0,0,0,367,26.55
432,1,3,431,1,1,0,368,16.1
433,1,2,432,1,1,0,369,26.0
434,0,3,433,0,0,0,370,7.125
435,0,1,434,0,1,0,371,55.9
436,1,1,435,1,1,2,334,120.0
437,0,3,436,1,2,2,84,34.375
438,1,2,437,1,2,3,348,18.75
439,0,1,438,0,1,4,26,263.0
440,0,2,439,0,0,0,372,10.5
441,1,2,440,1,1,1,280,26.25
442,0,3,441,0,0,0,373,9.5
443,0,3,442,0,1,0,374,7.775
444,1,2,443,1,0,0,375,13.0
445,1,3,444,0,0,0,376,8.1125
446,1,1,445,0,0,2,377,81.8583
447,1,2,446,1,0,1,242,19.5
448,1,1,447,0,0,0,378,26.55
449,1,3,448,1,2,1,379,19.2583
450,1,1,449,0,0,0,380,30.5
451,0,2,450,0,1,2,57,27.75
452,0,3,451,0,1,0,381,19.9667
453,0,1,452,0,0,0,382,27.75
454,1,1,453,0,1,0,383,89.1042
455,0,3,454,0,0,0,384,8.05
456,1,3,455,0,0,0,385,7.8958
457,0,1,456,0,0,0,386,26.55
458,1,1,457,1,1,0,387,51.8625
459,1,2,458,1,0,0,388,10.5
460,0,3,459,0,0,0,389,7.75
461,1,1,460,0,0,0,390,26.55
462,0,3,461,0,0,0,391,8.05
463,0,1,462,0,0,0,392,38.5
464,0,2,463,0,0,0,393,13.0
465,0,3,464,0,0,0,394,8.05
466,0,3,465,0,0,0,395,7.05
467,0,2,466,0,0,0,247,0.0
468,0,1,467,0,0,0,396,26.55
469,0,3,468,0,0,0,397,7.725
470,1,3,469,1,2,1,379,19.2583
471,0,3,470,0,0,0,398,7.25
472,0,3,471,0,0,0,399,8.6625
473,1,2,472,1,1,2,57,27.75
474,1,2,473,1,0,0,400,13.7917
475,0,3,474,1,0,0,401,9.8375
476,0,1,475,0,0,0,107,52.0
477,0,2,476,0,1,0,402,21.0
478,0,3,477,0,1,0,403,7.0458
479,0,3,478,0,0,0,404,7.5208
480,1,3,479,1,0,1,405,12.2875
481,0,3,480,0,5,2,58,46.9
482,0,2,481,0,0,0,406,0.0
483,0,3,482,0,0,0,407,8.05
484,1,3,483,1,0,0,408,9.5875
485,1,1,484,0,1,0,260,91.0792
486,0,3,485,1,3,1,160,25.4667
487,1,1,486,1,1,0,202,90.0
488,0,1,487,0,0,0,409,29.7
489,0,3,488,0,0,0,410,8.05
490,1,3,489,0,1,1,302,15.9
491,0,3,490,0,1,0,411,19.9667
492,0,3,491,0,0,0,412,7.25
493,0,1,492,0,0,0,413,30.5
494,0,1,493,0,0,0,414,49.5042
495,0,3,494,0,0,0,415,8.05
496,0,3,495,0,0,0,111,14.4583
497,1,1,496,1,1,0,416,78.2667
498,0,3,497,0,0,0,417,15.1
499,0,1,498,1,1,2,266,151.55
500,0,3,499,0,0,0,418,7.7958
501,0,3,500,0,0,0,419,8.6625
502,0,3,501,1,0,0,420,7.75
503,0,3,502,1,0,0,421,7.6292
504,0,3,503,1,0,0,422,9.5875
505,1,1,504,1,0,0,230,86.5
506,0,1,505,0,1,0,273,108.9
507,1,2,506,1,0,2,423,26.0
508,1,1,507,0,0,0,424,26.55
509,0,3,508,0,0,0,425,22.525
510,1,3,509,0,0,0,72,56.4958
511,1,3,510,0,0,0,426,7.75
512,0,3,511,0,0,0,427,8.05
513,1,1,512,0,0,0,428,26.2875
514,1,1,513,1,1,0,429,59.4
515,0,3,514,0,0,0,430,7.4958
516,0,1,515,0,0,0,431,34.0208
517,1,2,516,1,0,0,432,10.5
518,0,3,517,0,0,0,106,24.15
519,1,2,518,1,1,0,433,26.0
520,0,3,519,0,0,0,434,7.8958
521,1,1,520,1,0,0,435,93.5
522,0,3,521,0,0,0,436,7.8958
523,0,3,522,0,0,0,437,7.225
524,1,1,523,1,0,1,290,57.9792
525,0,3,524,0,0,0,438,7.2292
526,0,3,525,0,0,0,439,7.75
527,1,2,526,1,0,0,440,10.5
528,0,1,527,0,0,0,441,221.7792
529,0,3,528,0,0,0,442,7.925
530,0,2,529,0,2,1,443,11.5
531,1,2,530,1,1,1,423,26.0
532,0,3,531,0,0,0,444,7.2292
533,0,3,532,0,1,1,445,7.2292
534,1,3,533,1,0,2,119,22.3583
535,0,3,534,1,0,0,446,8.6625
536,1,2,535,1,0,2,280,26.25
537,0,1,536,0,0,0,447,26.55
538,1,1,537,1,0,0,448,106.425
539,0,3,538,0,0,0,449,14.5
540,1,1,539,1,0,2,450,49.5
541,1,1,540,1,0,2,451,71.0
542,0,3,541,1,4,2,13,31.275
543,0,3,542,1,4,2,13,31.275
544,1,2,543,0,1,0,452,26.0
545,0,1,544,0,1,0,448,106.425
546,0,1,545,0,0,0,453,26.0
547,1,2,546,1,1,0,452,26.0
548,1,2,547,0,0,0,454,13.8625
549,0,3,548,0,1,1,153,20.525
550,1,2,549,0,1,1,135,36.75
551,1,1,550,0,0,2,272,110.8833
552,0,2,551,0,0,0,455,26.0
553,0,3,552,0,0,0,456,7.8292
554,1,3,553,0,0,0,457,7.225
555,1,3,554,1,0,0,458,7.775
556,0,1,555,0,0,0,459,26.55
557,1,1,556,1,1,0,460,39.6
558,0,1,557,0,0,0,327,227.525
559,1,1,558,1,1,1,234,79.65
560,1,3,559,1,1,0,461,17.4
561,0,3,560,0,0,0,462,7.75
562,0,3,561,0,0,0,463,7.8958
563,0,2,562,0,0,0,464,13.5
564,0,3,563,0,0,0,465,8.05
565,0,3,564,1,0,0,466,8.05
566,0,3,565,0,2,0,467,24.15
567,0,3,566,0,0,0,468,7.8958
568,0,3,567,1,0,4,7,21.075
569,0,3,568,0,0,0,469,7.2292
570,1,3,569,0,0,0,470,7.8542
571,1,2,570,0,0,0,471,10.5
572,1,1,571,1,2,0,472,51.4792
573,1,1,572,0,0,0,473,26.3875
574,1,3,573,1,0,0,474,7.75
575,0,3,574,0,0,0,475,8.05
576,0,3,575,0,0,0,476,14.5
577,1,2,576,1,0,0,477,13.0
578,1,1,577,1,1,0,371,55.9
579,0,3,578,1,1,0,478,14.4583
580,1,3,579,0,0,0,479,7.925
581,1,2,580,1,1,1,480,30.0
582,1,1,581,1,1,1,272,110.8833
583,0,2,582,0,0,0,339,26.0
584,0,1,583,0,0,0,481,40.125
585,0,3,584,0,0,0,482,8.7125
586,1,1,585,1,0,2,234,79.65
587,0,2,586,0,0,0,483,15.0
588,1,1,587,0,1,1,484,79.2
589,0,3,588,0,0,0,485,8.05
590,0,3,589,0,0,0,486,8.05
591,0,3,590,0,0,0,487,7.125
592,1,1,591,1,1,0,416,78.2667
593,0,3,592,0,0,0,488,7.25
594,0,3,593,1,0,2,489,7.75
595,0,2,594,0,1,0,490,26.0
596,0,3,595,0,1,1,357,24.15
597,1,2,596,1,0,0,491,33.0
598,0,3,597,0,0,0,163,0.0
599,0,3,598,0,0,0,492,7.225
600,1,1,599,0,1,0,275,56.9292
601,1,2,600,1,2,1,195,27.0
602,0,3,601,0,0,0,493,7.8958
603,0,1,602,0,0,0,494,42.4
604,0,3,603,0,0,0,495,8.05
605,1,1,604,0,0,0,496,26.55
606,0,3,605,0,1,0,497,15.55
607,0,3,606,0,0,0,498,7.8958
608,1,1,607,0,0,0,499,30.5
609,1,2,608,1,1,2,42,41.5792
610,1,1,609,1,0,0,239,153.4625
611,0,3,610,1,1,5,13,31.275
612,0,3,611,0,0,0,500,7.05
613,1,3,612,1,1,0,215,15.5
614,0,3,613,0,0,0,501,7.75
615,0,3,614,0,0,0,502,8.05
616,1,2,615,1,1,2,503,65.0
617,0,3,616,0,1,1,361,14.4
618,0,3,617,1,1,0,226,16.1
619,1,2,618,1,2,1,165,39.0
620,0,2,619,0,0,0,504,10.5
621,0,3,620,0,1,0,505,14.4542
622,1,1,621,0,1,0,506,52.5542
623,1,3,622,0,1,1,328,15.7417
624,0,3,623,0,0,0,507,7.8542
625,0,3,624,0,0,0,508,16.1
626,0,1,625,0,0,0,509,32.3208
627,0,2,626,0,0,0,510,12.35
628,1,1,627,1,0,0,245,77.9583
629,0,3,628,0,0,0,511,7.8958
630,0,3,629,0,0,0,512,7.7333
631,1,1,630,0,0,0,513,30.0
632,0,3,631,0,0,0,514,7.0542
633,1,1,632,0,0,0,515,30.5
634,0,1,633,0,0,0,516,0.0
635,0,3,634,1,3,2,62,27.9
636,1,2,635,1,0,0,517,13.0
637,0,3,636,0,0,0,518,7.925
638,0,2,637,0,1,1,212,26.25
639,0,3,638,1,0,5,49,39.6875
640,0,3,639,0,1,0,368,16.1
641,0,3,640,0,0,0,519,7.8542
642,1,1,641,1,0,0,319,69.3
643,0,3,642,1,3,2,62,27.9
644,1,3,643,0,0,0,72,56.4958
645,1,3,644,1,2,1,379,19.2583
646,1,1,645,0,1,0,51,76.7292
647,0,3,646,0,0,0,520,7.8958
648,1,1,647,0,0,0,521,35.5
649,0,3,648,0,0,0,522,7.55
650,1,3,649,1,0,0,523,7.55
651,0,3,650,0,0,0,524,7.8958
652,1,2,651,1,0,1,95,23.0
653,0,3,652,0,0,0,525,8.4333
654,1,3,653,1,0,0,526,7.8292
655,0,3,654,1,0,0,527,6.75
656,0,2,655,0,2,0,70,73.5
657,0,3,656,0,0,0,528,7.8958
658,0,3,657,1,1,1,170,15.5
659,0,2,658,0,0,0,529,13.0
660,0,1,659,0,0,2,193,113.275
661,1,1,660,0,2,0,292,133.65
662,0,3,661,0,0,0,530,7.225
663,0,1,662,0,0,0,531,25.5875
664,0,3,663,0,0,0,532,7.4958
665,1,3,664,0,1,0,533,7.925
666,0,2,665,0,2,0,70,73.5
667,0,2,666,0,0,0,534,13.0
668,0,3,667,0,0,0,535,7.775
669,0,3,668,0,0,0,536,8.05
670,1,1,669,1,1,0,537,52.0
671,1,2,670,1,1,1,538,39.0
672,0,1,671,0,1,0,539,52.0
673,0,2,672,0,0,0,540,10.5
674,1,2,673,0,0,0,541,13.0
675,0,2,674,0,0,0,542,0.0
676,0,3,675,0,0,0,543,7.775
677,0,3,676,0,0,0,544,8.05
678,1,3,677,1,0,0,545,9.8417
679,0,3,678,1,1,6,58,46.9
680,1,1,679,0,0,1,231,512.3292
681,0,3,680,1,0,0,546,8.1375
682,1,1,681,0,0,0,51,76.7292
683,0,3,682,0,0,0,547,9.225
684,0,3,683,0,5,2,58,46.9
685,0,2,684,0,1,1,538,39.0
